,Product Image Is Thumbnail - 2,Product Image Description - 2,Product UPC/EAN,Product Image Sort - 5,Free Shipping,Product Image Path - 3,Product Image Path - 4,Allow Purchases?,Page Title,Price,Product Image File - 5,Product Image Path - 1,Width,Product Image URL - 5,Brand Name,Product Image Index - 4,Product Image Index - 1,Track Inventory,Product Image ID - 3,Product Image Description - 1,Product Image Description - 3,Product Image Sort - 4,Product Image ID - 5,Product Image Path - 5,Fixed Shipping Price,Product Image Sort - 2,Product Type,Product Image Index - 2,Product Image URL - 4,Product Inventoried,Product Image File - 3,Product Image Path - 2,Height,Sale Price,Product ID,Product Image Is Thumbnail - 5,Product Image URL - 1,Product Image ID - 4,Product Name,Product Image File - 1,Product Image URL - 3,Category,Product Image Description - 5,Product Image Is Thumbnail - 4,Option Set,Search Keywords,Product Visible?,Description,Product Image ID - 2,Product Image Index - 5,Product Image Is Thumbnail - 3,Meta Description,Product Image Description - 4,Product Warranty,Product Description,Product Image File - 4,Depth,Product Image File - 2,Product Image ID - 1,Product Code/SKU,Current Stock Level,Product Image Sort - 3,Product Image Is Thumbnail - 1,Product Image Index - 3,Cost Price,Item Type,Product Image Sort - 1,Meta Keywords,Product Image URL - 2,Retail Price,Product Weight
44029,,,847678110361,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,181.99,,,,,"[RT]Color=BLKGRY,[RB]Size=L",,,,,,,,N,,,,,,,,,,,,,1-06341,0.0,,,,119.6,SKU,,,,259.99,0.0
44030,,,847678110378,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,181.99,,,,,"[RT]Color=BLKGRY,[RB]Size=XL",,,,,,,,N,,,,,,,,,,,,,1-06342,0.0,,,,119.6,SKU,,,,259.99,0.0
44031,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, M",,5.0,,,,N,,[FIXED]181.99,,,,,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, M","Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, M",4.0,,,,2.0,,,,Y,,,,181.99,,,,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, M",,,,N,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, M",,,,,,,1-06340,,3.0,,,,Rule,1.0,,,259.99,0.0
44032,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, L",,5.0,,,,N,,[FIXED]181.99,,,,,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, L","Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, L",4.0,,,,2.0,,,,Y,,,,181.99,,,,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, L",,,,N,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, L",,,,,,,1-06341,,3.0,,,,Rule,1.0,,,259.99,0.0
44033,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, XL",,5.0,,,,N,,[FIXED]181.99,,,,,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, XL","Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, XL",4.0,,,,2.0,,,,Y,,,,181.99,,,,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, XL",,,,N,,,,,,"Yeti, Stretch, Jacket, 18-19, Airblaster, BLKGRY, XL",,,,,,,1-06342,,3.0,,,,Rule,1.0,,,259.99,0.0
44034,,"Yoga, Joy, Sparkle, 2020, Sanuk, , ",192410673438,5.0,,,,Y,Yoga Joy Sparkle 2020,30.0,,,,,Sanuk,,,by option,,"Yoga, Joy, Sparkle, 2020, Sanuk, , ","Yoga, Joy, Sparkle, 2020, Sanuk, , ",4.0,,,,2.0,P,,,Y,,,,30.0,,,,,Yoga Joy Sparkle 2020,,,Lifestyle/Women/Shoes,"Yoga, Joy, Sparkle, 2020, Sanuk, , ",,Yoga Joy Sparkle 2020,"Yoga, Joy, Sparkle, 2020, Sanuk, , ",N,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, , ",,,,,,,0-00419,6.0,3.0,,,15.0,Product,1.0,"Yoga, Joy, Sparkle, 2020, Sanuk, , ",,30.0,0.0
44035,,,192410673438,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,30.0,,,,,"[RT]Color=NVYSPARK,[RB]Size=8",,,,,,,,N,,,,,,,,,,,,,1-00419,0.0,,,,15.0,SKU,,,,30.0,0.0
44036,,,192410673490,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,30.0,,,,,"[RT]Color=NVYSPARK,[RB]Size=9",,,,,,,,N,,,,,,,,,,,,,1-00420,0.0,,,,15.0,SKU,,,,30.0,0.0
44037,,,192410673452,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,30.0,,,,,"[RT]Color=NVYSPARK,[RB]Size=10",,,,,,,,N,,,,,,,,,,,,,1-00421,1.0,,,,15.0,SKU,,,,30.0,0.0
44038,,,192410673360,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,30.0,,,,,"[RT]Color=RSESPARK,[RB]Size=8",,,,,,,,N,,,,,,,,,,,,,1-00593,2.0,,,,15.0,SKU,,,,30.0,0.0
44039,,,192410673377,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,30.0,,,,,"[RT]Color=RSESPARK,[RB]Size=9",,,,,,,,N,,,,,,,,,,,,,1-00601,2.0,,,,15.0,SKU,,,,30.0,0.0
44040,,,192410673384,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,30.0,,,,,"[RT]Color=RSESPARK,[RB]Size=10",,,,,,,,N,,,,,,,,,,,,,1-00603,1.0,,,,15.0,SKU,,,,30.0,0.0
44041,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 8",,5.0,,,,N,,[FIXED]30.0,,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 8","Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 8",4.0,,,,2.0,,,,Y,,,,30.0,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 8",,,,N,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 8",,,,,,,1-00419,,3.0,,,,Rule,1.0,,,30.0,0.0
44042,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 9",,5.0,,,,N,,[FIXED]30.0,,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 9","Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 9",4.0,,,,2.0,,,,Y,,,,30.0,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 9",,,,N,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 9",,,,,,,1-00420,,3.0,,,,Rule,1.0,,,30.0,0.0
44043,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 10",,5.0,,,,Y,,[FIXED]30.0,,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 10","Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 10",4.0,,,,2.0,,,,Y,,,,30.0,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 10",,,,N,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, NVYSPARK, 10",,,,,,,1-00421,,3.0,,,,Rule,1.0,,,30.0,0.0
44044,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 8",,5.0,,,,Y,,[FIXED]30.0,,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 8","Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 8",4.0,,,,2.0,,,,Y,,,,30.0,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 8",,,,N,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 8",,,,,,,1-00593,,3.0,,,,Rule,1.0,,,30.0,0.0
44045,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 9",,5.0,,,,Y,,[FIXED]30.0,,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 9","Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 9",4.0,,,,2.0,,,,Y,,,,30.0,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 9",,,,N,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 9",,,,,,,1-00601,,3.0,,,,Rule,1.0,,,30.0,0.0
44046,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 10",,5.0,,,,Y,,[FIXED]30.0,,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 10","Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 10",4.0,,,,2.0,,,,Y,,,,30.0,,,,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 10",,,,N,,,,,,"Yoga, Joy, Sparkle, 2020, Sanuk, RSESPARK, 10",,,,,,,1-00603,,3.0,,,,Rule,1.0,,,30.0,0.0
44047,,"Yoga, Mat, 2016, Sanuk, EBY, 7",643388187859,5.0,,,,N,Yoga Mat 2016,32.0,,,,,Sanuk,,,by product,,"Yoga, Mat, 2016, Sanuk, EBY, 7","Yoga, Mat, 2016, Sanuk, EBY, 7",4.0,,,,2.0,P,,,Y,,,,32.0,,,,,Yoga Mat 2016,,,Lifestyle/Women/Shoes,"Yoga, Mat, 2016, Sanuk, EBY, 7",,Yoga Mat 2016,"Yoga, Mat, 2016, Sanuk, EBY, 7",N,,,,,,"Yoga, Mat, 2016, Sanuk, EBY, 7",,,,,,,2-04284,0.0,3.0,,,16.0,Product,1.0,"Yoga, Mat, 2016, Sanuk, EBY, 7",,32.0,0.0
44048,,"Yoga, Mat, 2017, Sanuk, EBONY, 6",643388187842,5.0,,,,N,Yoga Mat 2017,32.0,,,,,Sanuk,,,by product,,"Yoga, Mat, 2017, Sanuk, EBONY, 6","Yoga, Mat, 2017, Sanuk, EBONY, 6",4.0,,,,2.0,P,,,Y,,,,32.0,,,,,Yoga Mat 2017,50713_0.jpg,,Lifestyle/Women/Shoes,"Yoga, Mat, 2017, Sanuk, EBONY, 6",,Yoga Mat 2017,"Yoga, Mat, 2017, Sanuk, EBONY, 6",N,,,,,,"Yoga, Mat, 2017, Sanuk, EBONY, 6",,,,,,,2-50713,0.0,3.0,,,16.0,Product,1.0,"Yoga, Mat, 2017, Sanuk, EBONY, 6",,32.0,0.0
44049,,"Yoga, Mat, 3, 2019, Sanuk, , ",192410043675,5.0,,,,Y,Yoga Mat 3 2019,45.0,,,,,Sanuk,,,by option,,"Yoga, Mat, 3, 2019, Sanuk, , ","Yoga, Mat, 3, 2019, Sanuk, , ",4.0,,,,2.0,P,,,Y,,,,45.0,,,,,Yoga Mat 3 2019,53863_0.jpg,,Lifestyle/Women/Shoes,"Yoga, Mat, 3, 2019, Sanuk, , ",,Yoga Mat 3 2019,"Yoga, Mat, 3, 2019, Sanuk, , ",Y,,,,,,"Yoga, Mat, 3, 2019, Sanuk, , ",,,,,,,0-53863,3.0,3.0,,,22.5,Product,1.0,"Yoga, Mat, 3, 2019, Sanuk, , ",,45.0,0.0
44050,,,192410043675,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,45.0,,,,,"[RT]Color=BLK,[RB]Size=6",,,,,,,,Y,,,,,,,,,,,,,1-53863,1.0,,,,22.5,SKU,,,,45.0,0.0
44051,,,192410043682,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,45.0,,,,,"[RT]Color=BLK,[RB]Size=7",,,,,,,,Y,,,,,,,,,,,,,1-53864,1.0,,,,22.5,SKU,,,,45.0,0.0
44052,,,192410043729,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,45.0,,,,,"[RT]Color=BLK,[RB]Size=8",,,,,,,,N,,,,,,,,,,,,,1-53865,0.0,,,,22.5,SKU,,,,45.0,0.0
44053,,,192410043736,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,45.0,,,,,"[RT]Color=BLK,[RB]Size=9",,,,,,,,N,,,,,,,,,,,,,1-53866,0.0,,,,22.5,SKU,,,,45.0,0.0
44054,,,192410043743,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,45.0,,,,,"[RT]Color=BLK,[RB]Size=10",,,,,,,,Y,,,,,,,,,,,,,1-53867,1.0,,,,22.5,SKU,,,,45.0,0.0
44055,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 6",,5.0,,,,Y,,[FIXED]45.0,,,,,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 6","Yoga, Mat, 3, 2019, Sanuk, BLK, 6",4.0,,,,2.0,,,,Y,,,,45.0,,,,,,53863_0.jpg,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 6",,,,Y,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 6",,,,,,,1-53863,,3.0,,,,Rule,1.0,,,45.0,0.0
44056,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 7",,5.0,,,,Y,,[FIXED]45.0,,,,,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 7","Yoga, Mat, 3, 2019, Sanuk, BLK, 7",4.0,,,,2.0,,,,Y,,,,45.0,,,,,,53864_0.jpg,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 7",,,,Y,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 7",,,,,,,1-53864,,3.0,,,,Rule,1.0,,,45.0,0.0
44057,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 8",,5.0,,,,N,,[FIXED]45.0,,,,,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 8","Yoga, Mat, 3, 2019, Sanuk, BLK, 8",4.0,,,,2.0,,,,Y,,,,45.0,,,,,,53865_0.jpg,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 8",,,,N,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 8",,,,,,,1-53865,,3.0,,,,Rule,1.0,,,45.0,0.0
44058,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 9",,5.0,,,,N,,[FIXED]45.0,,,,,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 9","Yoga, Mat, 3, 2019, Sanuk, BLK, 9",4.0,,,,2.0,,,,Y,,,,45.0,,,,,,53866_0.jpg,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 9",,,,N,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 9",,,,,,,1-53866,,3.0,,,,Rule,1.0,,,45.0,0.0
44059,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 10",,5.0,,,,Y,,[FIXED]45.0,,,,,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 10","Yoga, Mat, 3, 2019, Sanuk, BLK, 10",4.0,,,,2.0,,,,Y,,,,45.0,,,,,,53867_0.jpg,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 10",,,,Y,,,,,,"Yoga, Mat, 3, 2019, Sanuk, BLK, 10",,,,,,,1-53867,,3.0,,,,Rule,1.0,,,45.0,0.0
44060,,"Yoga, Mat, Wander, 2018, Sanuk, , ",190108717952,5.0,,,,Y,Yoga Mat Wander 2018,40.0,,,,,Sanuk,,,by option,,"Yoga, Mat, Wander, 2018, Sanuk, , ","Yoga, Mat, Wander, 2018, Sanuk, , ",4.0,,,,2.0,P,,,Y,,,,40.0,,,,,Yoga Mat Wander 2018,51618_0.jpg,,Lifestyle/Women/Shoes,"Yoga, Mat, Wander, 2018, Sanuk, , ",,Yoga Mat Wander 2018,"Yoga, Mat, Wander, 2018, Sanuk, , ",Y,,,,,"Water-friendly, wander-ready, and made outta real yoga mat. Trifecta! These insanely comfy flip flops are everydayers.","Yoga, Mat, Wander, 2018, Sanuk, , ","Features:<BR> &#8226;&nbsp;Padded, synthetic upper strap with soft webbing toe post.<BR> &#8226;&nbsp;Contoured, molded yoga mat comfort.<BR> &#8226;&nbsp;T-bar and arch cookie for added support<BR> &#8226;&nbsp;Blown rubber outsole with a fun bubble tread pattern<BR>","Water-friendly, wander-ready, and made outta real yoga mat. Trifecta! These insanely comfy flip flops are everydayers.",,,,,0-51618,2.0,3.0,,,20.0,Product,1.0,"Yoga, Mat, Wander, 2018, Sanuk, , ",,40.0,0.0
44061,,,190108717952,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=BLACK,[RB]Size=6",,,,,,,,N,,,,,,,,,,,,,1-51618,0.0,,,,20.0,SKU,,,,40.0,0.0
44062,,,190108717969,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=BLACK,[RB]Size=7",,,,,,,,Y,,,,,,,,,,,,,1-51619,1.0,,,,20.0,SKU,,,,40.0,0.0
44063,,,190108718003,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=BLACK,[RB]Size=8",,,,,,,,N,,,,,,,,,,,,,1-51620,0.0,,,,20.0,SKU,,,,40.0,0.0
44064,,,190108718010,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=BLACK,[RB]Size=9",,,,,,,,N,,,,,,,,,,,,,1-51621,0.0,,,,20.0,SKU,,,,40.0,0.0
44065,,,190108718027,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=BLACK,[RB]Size=10",,,,,,,,N,,,,,,,,,,,,,1-51622,0.0,,,,20.0,SKU,,,,40.0,0.0
44066,,,191142315050,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=CABARET,[RB]Size=6",,,,,,,,Y,,,,,,,,,,,,,1-51623,1.0,,,,20.0,SKU,,,,40.0,0.0
44067,,,191142315067,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=CABARET,[RB]Size=7",,,,,,,,N,,,,,,,,,,,,,1-51624,0.0,,,,20.0,SKU,,,,40.0,0.0
44068,,,191142315104,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=CABARET,[RB]Size=8",,,,,,,,N,,,,,,,,,,,,,1-51625,0.0,,,,20.0,SKU,,,,40.0,0.0
44069,,,191142315098,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=CABARET,[RB]Size=9",,,,,,,,N,,,,,,,,,,,,,1-51626,0.0,,,,20.0,SKU,,,,40.0,0.0
44070,,,191142315135,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,40.0,,,,,"[RT]Color=CABARET,[RB]Size=10",,,,,,,,N,,,,,,,,,,,,,1-51627,0.0,,,,20.0,SKU,,,,40.0,0.0
44071,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 6",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 6","Yoga, Mat, Wander, 2018, Sanuk, BLACK, 6",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51618_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 6",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 6",,,,,,,1-51618,,3.0,,,,Rule,1.0,,,40.0,0.0
44072,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 7",,5.0,,,,Y,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 7","Yoga, Mat, Wander, 2018, Sanuk, BLACK, 7",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51619_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 7",,,,Y,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 7",,,,,,,1-51619,,3.0,,,,Rule,1.0,,,40.0,0.0
44073,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 8",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 8","Yoga, Mat, Wander, 2018, Sanuk, BLACK, 8",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51620_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 8",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 8",,,,,,,1-51620,,3.0,,,,Rule,1.0,,,40.0,0.0
44074,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 9",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 9","Yoga, Mat, Wander, 2018, Sanuk, BLACK, 9",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51621_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 9",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 9",,,,,,,1-51621,,3.0,,,,Rule,1.0,,,40.0,0.0
44075,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 10",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 10","Yoga, Mat, Wander, 2018, Sanuk, BLACK, 10",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51622_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 10",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, BLACK, 10",,,,,,,1-51622,,3.0,,,,Rule,1.0,,,40.0,0.0
44076,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 6",,5.0,,,,Y,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 6","Yoga, Mat, Wander, 2018, Sanuk, CABARET, 6",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51623_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 6",,,,Y,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 6",,,,,,,1-51623,,3.0,,,,Rule,1.0,,,40.0,0.0
44077,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 7",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 7","Yoga, Mat, Wander, 2018, Sanuk, CABARET, 7",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51624_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 7",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 7",,,,,,,1-51624,,3.0,,,,Rule,1.0,,,40.0,0.0
44078,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 8",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 8","Yoga, Mat, Wander, 2018, Sanuk, CABARET, 8",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51625_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 8",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 8",,,,,,,1-51625,,3.0,,,,Rule,1.0,,,40.0,0.0
44079,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 9",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 9","Yoga, Mat, Wander, 2018, Sanuk, CABARET, 9",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51626_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 9",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 9",,,,,,,1-51626,,3.0,,,,Rule,1.0,,,40.0,0.0
44080,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 10",,5.0,,,,N,,[FIXED]40.0,,,,,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 10","Yoga, Mat, Wander, 2018, Sanuk, CABARET, 10",4.0,,,,2.0,,,,Y,,,,40.0,,,,,,51627_0.jpg,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 10",,,,N,,,,,,"Yoga, Mat, Wander, 2018, Sanuk, CABARET, 10",,,,,,,1-51627,,3.0,,,,Rule,1.0,,,40.0,0.0
44081,,"Yoga, Sling, 2, 2018, Sanuk, , ",191142313032,5.0,,,,Y,Yoga Sling 2 2018,38.0,,,,,Sanuk,,,by option,,"Yoga, Sling, 2, 2018, Sanuk, , ","Yoga, Sling, 2, 2018, Sanuk, , ",4.0,,,,2.0,P,,,Y,,,,38.0,,,,,Yoga Sling 2 2018,51608_0.jpg,,Lifestyle/Women/Shoes,"Yoga, Sling, 2, 2018, Sanuk, , ",,Yoga Sling 2 2018,"Yoga, Sling, 2, 2018, Sanuk, , ",Y,,,,,Find your Om away from home with this signature Sanuk sandal - Made outta real yoga mat!,"Yoga, Sling, 2, 2018, Sanuk, , ","Features:<BR> &#8226;&nbsp;Lightweight, two-way stretch knit upper featuring Yoga Sling comfort<BR> &#8226;&nbsp;Footbed made from real yoga mat with a sealed edge<BR> &#8226;&nbsp;Happy U rubber sponge outsole<BR>",Find your Om away from home with this signature Sanuk sandal - Made outta real yoga mat!,,,,,0-51608,2.0,3.0,,,19.0,Product,1.0,"Yoga, Sling, 2, 2018, Sanuk, , ",,38.0,0.0
44082,,,191142313032,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,38.0,,,,,"[RT]Color=OPAL,[RB]Size=6",,,,,,,,Y,,,,,,,,,,,,,1-51608,1.0,,,,19.0,SKU,,,,38.0,0.0
44083,,,191142313025,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,38.0,,,,,"[RT]Color=OPAL,[RB]Size=7",,,,,,,,N,,,,,,,,,,,,,1-51609,0.0,,,,19.0,SKU,,,,38.0,0.0
44084,,,191142313070,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,38.0,,,,,"[RT]Color=OPAL,[RB]Size=8",,,,,,,,N,,,,,,,,,,,,,1-51610,0.0,,,,19.0,SKU,,,,38.0,0.0
44085,,,191142313056,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,38.0,,,,,"[RT]Color=OPAL,[RB]Size=9",,,,,,,,N,,,,,,,,,,,,,1-51611,0.0,,,,19.0,SKU,,,,38.0,0.0
44086,,,191142313063,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,38.0,,,,,"[RT]Color=OPAL,[RB]Size=10",,,,,,,,Y,,,,,,,,,,,,,1-51612,1.0,,,,19.0,SKU,,,,38.0,0.0
44087,,"Yoga, Sling, 2, 2018, Sanuk, OPAL, 6",,5.0,,,,Y,,[FIXED]38.0,,,,,,,,,,"Yoga, Sling, 2, 2018, Sanuk, OPAL, 6","Yoga, Sling, 2, 2018, Sanuk, OPAL, 6",4.0,,,,2.0,,,,Y,,,,38.0,,,,,,51608_0.jpg,,,"Yoga, Sling, 2, 2018, Sanuk, OPAL, 6",,,,Y,,,,,,"Yoga, Sling, 2, 2018, Sanuk, OPAL, 6",,,,,,,1-51608,,3.0,,,,Rule,1.0,,,38.0,0.0
